GA,31707,W Oakridge,87,32,79,Dr,Albany,339,1
GA,31709,E Lamar,69,32,76,St,Americus,266,1
GA,31709,Rees,82,69,69,St,Americus,98,1
GA,31721,Gillionville,71,73,76,Rd,Albany,15,2
GA,31771,N Baker,78,32,66,St,Norman Park,50,2
GA,31774,Cargile,67,65,82,Rd,Ocilla,402,1
GA,31774,N Irwin,78,32,73,Ave,Ocilla,61,2
GA,31792,S Broad,83,32,66,St,Thomasville,17,5
GA,31805,Merrell,77,69,82,St,Cusseta,159,1
GA,31806,E Oglethorpe,69,32,79,St,Ellaville,83,2
GA,31806,N Broad,78,32,66,St,Ellaville,12,6
GA,31808,Mccrary,77,67,67,Rd,Fortson,107,1
GA,31830,White House,87,72,73,Pkwy,Warm Springs,60,1
GA,31903,Fort Benning,70,79,82,Rd,Columbus,104,1
GA,39842,Greenwave,71,82,69,Blvd,Dawson,149,1
GA,39845,Bresee,66,82,69,St,Donalsonville,163,1
GA,39845,N Wiley,78,32,87,Ave,Donalsonville,416,1
GA,39854,Old School,79,76,68,Rd,Georgetown,74,1
OR,97496,SW Main,83,87,32,St,Winston,77,1
OR,97501,N Riverside,78,32,82,Ave,Medford,352,1
OR,97501,S Holly,83,32,72,St,Medford,54,2
OR,97501,S Peach,83,32,80,St,Medford,287,1
OR,97502,W Pine,87,32,80,St,Central Point,41,3
OR,97523,E River,69,32,82,St,Cave Junction,36,3
OR,97523,S Junction,83,32,74,Ave,Cave Junction,227,1
OR,97524,N Platt,78,32,80,Ave,Eagle Point,331,1
OR,97526,NE 9th,78,69,32,St,Grants Pass,59,1
OR,97526,NW Hawthorne,78,87,32,Ave,Grants Pass,64,1
OR,97624,S Wasco,83,32,87,Ave,Chiloquin,345,1
OR,97701,NE 6th,78,69,32,St,Bend,55,1
OR,97701,NE Daggett,78,69,32,Ln,Bend,63,1
OR,97701,NE Professional,78,69,32,Ct,Bend,79,1
OR,97702,SE Tempest,83,69,32,Dr,Bend,93,1
OR,97702,SW Columbia,83,87,32,St,Bend,12,2
OR,97702,SW Emkay,83,87,32,Dr,Bend,70,1
OR,97703,NW Harriman,78,87,32,St,Bend,63,1
OR,97741,SE 10th,83,69,32,St,Madras,61,1
OR,97754,NE 3rd,78,69,32,St,Prineville,20,2
MA,02125,William T Morrissey,87,73,76,Blvd,Boston,118,1
MA,02129,Tufts,84,85,70,St,Charlestown,29,1
MA,02134,Armington,65,82,77,St,Allston,120,1
MA,02135,Perthshire,80,69,82,Rd,Brighton,167,1
MA,02139,Bishop Richard Allen,66,73,83,Dr,Cambridge,67,1
MA,02152,Sturgis,83,84,85,St,Winthrop,298,1
MA,02169,Sea,83,69,65,St,Quincy,98,1
MA,02171,W Squantum,87,32,83,St,Quincy,393,1
MA,02601,Attucks,65,84,84,Ln,Hyannis,26,1
MA,02645,Pleasant Lake,80,76,69,Ave,Harwich,38,1
MA,02657,Harry Kemp,72,65,82,Way,Provincetown,202,1
MA,02740,Acushnet,65,67,85,Ave,New Bedford,16,1
MA,02740,Purchase,80,85,82,St,New Bedford,29,1
OR,97754,NW Beaver,78,87,32,St,Prineville,55,1
OR,97756,SW Kalama,83,87,32,Ave,Redmond,73,1
OR,97756,SW Rimrock,83,87,32,Way,Redmond,81,1
OR,97801,NW Carden,78,87,32,Ave,Pendleton,58,1
OR,97801,SW Runnion,83,87,32,Ave,Pendleton,82,1
OR,97818,Tatone,84,65,84,St,Boardman,115,1
OR,97914,SW 3rd,83,87,32,St,Ontario,50,1
OR,97914,SW 4th,83,87,32,Ave,Ontario,9,2
KY,40004,E Muir,69,32,77,Ave,Bardstown,302,1
